STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     0.430622       0.021657       0.033173  
     0.380564       0.037713      -0.026052  
     0.356007       0.033306      -0.001866  
     0.387175       0.020712       0.044336  
     0.378675       0.062585       0.053638  
     0.396306       0.039917       0.074724  
     0.469347      -0.045403       0.079375  
     0.516257      -0.136075       0.080615  
     0.495478      -0.165984       0.042476  
     0.419918      -0.149298       0.005886  
     0.407954      -0.114981      -0.027912  
     0.416770      -0.091053      -0.061090  
     0.439438      -0.060515      -0.099850  
     0.455809       0.021342      -0.113493  
     0.446364       0.117366      -0.106362  
     0.385286       0.152312      -0.061090  
     0.356007       0.083994      -0.024811  
     0.367341      -0.026513       0.009917  
     0.378360      -0.151816       0.041855  
     0.407954      -0.255711       0.032553  
     0.435660      -0.336623       0.092088  
     0.444475      -0.415331       0.156894  
     0.374267      -0.466964       0.171778  
     0.283910      -0.477983       0.148212  
     0.218425      -0.477039       0.096429  
     0.189775      -0.452167       0.023561  
     0.144439      -0.364958      -0.025741  
     0.127753      -0.286250      -0.042176  
     0.134365      -0.220135      -0.031943  
     0.078954      -0.160946      -0.052718  
     0.027321      -0.138278      -0.059540  
     0.042748      -0.200615      -0.021710  
     0.071083      -0.308918      -0.019230  
     0.030784      -0.406831       0.032243  
     0.005283      -0.503170       0.012708  
    -0.008884      -0.574637      -0.028842  
    -0.023996      -0.639807      -0.068532  
    -0.029034      -0.681995      -0.110703  
    -0.007940      -0.703089      -0.064811  
    -0.051387      -0.614936      -0.059540  
    -0.182672      -0.443981      -0.023571  
    -0.263584      -0.289713       0.023871  
    -0.316162      -0.142686       0.083406  
    -0.332533       0.029213       0.155964  
    -0.316162       0.204260       0.186662  
    -0.264529       0.335860       0.131158  
    -0.236509       0.419606       0.027592  
    -0.163782       0.406383      -0.068842  
    -0.057998       0.322637      -0.151943  
     0.034562       0.149479      -0.158455  
     0.075806      -0.032180      -0.188532  
     0.069824      -0.208171      -0.197214  
     0.092177      -0.396756      -0.171788  
     0.030470      -0.545672      -0.126517  
    -0.005736      -0.661216      -0.087757  
    -0.063665      -0.668772      -0.153804  
    -0.090426      -0.604546      -0.208377  
    -0.027460      -0.500022      -0.222021  
     0.078954      -0.373144      -0.288687  
     0.161125      -0.271138      -0.284656  
     0.140346      -0.165984      -0.283416  
     0.116419      -0.052329      -0.282176  
     0.045267       0.031102      -0.241555  
     0.020395       0.059122      -0.173028  
     0.035822       0.029842      -0.016129  
     0.039285      -0.001011       0.091778  
     0.053138      -0.051070       0.228832  
     0.075491      -0.132611       0.237514  
     0.103511      -0.196837       0.234724  
     0.156403      -0.293806       0.278445  
     0.196701      -0.380385       0.257669  
     0.219369      -0.410924       0.241545  
     0.289577      -0.390775       0.129607  
     0.355377      -0.348587       0.047747  
     0.435660      -0.275231      -0.032563  
     0.398509      -0.175429      -0.063881  
     0.255575      -0.034069      -0.068532  
     0.071713       0.149479      -0.078145  
    -0.105223       0.235743      -0.059540  
    -0.211007       0.225983      -0.051788  
    -0.255084       0.162072      -0.078455  
    -0.207229       0.105717      -0.110703  
    -0.138911       0.037398      -0.107602  
    -0.055795      -0.046032      -0.112563  
     0.003709      -0.132611      -0.023881  
     0.051878      -0.239340       0.042476  
     0.066990      -0.300417       0.057669  
     0.085565      -0.328752       0.048987  
     0.129642      -0.350476       0.013328  
     0.182534      -0.401164      -0.017679  
     0.220629      -0.391404      -0.118765  
     0.209924      -0.299473      -0.186982  
     0.206461      -0.179836      -0.177990  
     0.131216      -0.051385      -0.150703  
     0.043378       0.039602      -0.074114  
    -0.011403       0.050621       0.054569  
    -0.037219       0.015045       0.099220  
    -0.051702       0.009063       0.107592  
    -0.024941      -0.016438       0.104181  
     0.061008      -0.031550       0.108832  
     0.137198      -0.011716       0.135499  
     0.137513       0.006545       0.108212  
     0.105085      -0.016438       0.099530  
     0.110752      -0.046032       0.079065  
     0.048730      -0.064922       0.110072  
     0.023228      -0.064293       0.189452  
    -0.006681      -0.006678       0.266972  
    -0.087908       0.071715       0.296739  
    -0.130725       0.140034       0.326196  
    -0.088537       0.120829       0.293638  
    -0.011403       0.070141       0.153483  
     0.016617       0.032991      -0.004346  
     0.062268       0.007489      -0.141090  
     0.134050       0.003396      -0.136129  
     0.231963       0.013471      -0.102331  
     0.267224       0.001507      -0.022331  
     0.271317       0.027324       0.007437  
     0.241093       0.167424       0.048057  
     0.187571       0.299654       0.115964  
     0.174978       0.390956       0.113483  
     0.163644       0.437236       0.048367  
     0.128698       0.481628      -0.038455  
     0.110437       0.529168      -0.046517  
     0.129012       0.581115      -0.063571  
     0.055971       0.661712      -0.031633  
    -0.000699       0.738531       0.031623  
    -0.004477       0.767181       0.116584  
    -0.018644       0.778830       0.137359  
     0.039285       0.775052       0.143561  
     0.165848       0.714919       0.133018  
     0.287688       0.690677       0.131468  
     0.323579       0.657619       0.173638  
     0.326413       0.592134       0.215499  
     0.295244       0.503981       0.244026  
     0.196387       0.378992       0.186352  
     0.072657       0.244558       0.140150  
     0.034562       0.147275       0.060770  
     0.029210       0.109180       0.031003  
    -0.028089       0.138775       0.025421  
    -0.084759       0.210242       0.010538  
    -0.128206       0.239836       0.017359  
    -0.148985       0.293043       0.039685  
    -0.175431       0.392530       0.094569  
    -0.161579       0.455182       0.107902  
    -0.162208       0.469979       0.107282  
    -0.104909       0.449200       0.085886  
     0.003394       0.362306       0.053948  
     0.046841       0.241725       0.020460  
     0.043378       0.121774       0.064491  
    -0.002903       0.004971       0.106662  
    -0.083815      -0.056422       0.111313  
    -0.175431      -0.077516       0.120925  
    -0.198414      -0.109943       0.110383  
    -0.183302      -0.149298       0.113173  
    -0.171653      -0.141427       0.088987  
    -0.130725      -0.126000       0.089607  
    -0.069962      -0.106795       0.098290  
    -0.049498      -0.069645       0.176119  
    -0.022737      -0.090109       0.265731  
     0.015987      -0.084127       0.312553  
     0.069509      -0.000382       0.306662  
     0.146958       0.084308       0.271003  
     0.242982       0.107921       0.235344  
     0.329246       0.127126       0.172708  
     0.316023       0.151998       0.131468  
     0.235741       0.166165       0.089607  
     0.177811       0.181907       0.133018  
     0.127123       0.171517       0.170227  
     0.050304       0.126181       0.151313  
     0.030155       0.060066       0.089917  
     0.094696       0.035509       0.026972  
     0.180330       0.011897       0.021700  
     0.253057      -0.035328       0.042165  
     0.275095      -0.053274       0.050227  
     0.242037      -0.009827       0.048677  
     0.190405       0.056918       0.065421  
     0.171830       0.120829       0.118134  
     0.164274       0.211501       0.178600  
     0.092492       0.293043       0.180460  
     0.012524       0.318229       0.174879  
    -0.058943       0.357898       0.100770  
    -0.109316       0.458330       0.039065  
    -0.105853       0.539557       0.047127  
    -0.044461       0.539242       0.090227  
     0.036451       0.508703       0.118445  
     0.049989       0.526334       0.100770  
     0.027006       0.547428       0.116274  
     0.016302       0.590245       0.127747  
    -0.028089       0.690362       0.171158  
    -0.087908       0.766237       0.191623  
    -0.107427       0.776941       0.191003  
    -0.105223       0.719642       0.204956  
    -0.138596       0.558762       0.248677  
    -0.190228       0.360732       0.268522  
    -0.247528       0.220631       0.213638  
    -0.338200       0.163017       0.159375  
    -0.327810       0.130589       0.146041  
    -0.251306       0.077697       0.110383  
    -0.235249       0.041806       0.024491  
    -0.188969       0.011897       0.016429  
    -0.083185      -0.002900      -0.021090  
    -0.060517      -0.014234      -0.079075  
    -0.110576      -0.043514      -0.102951  
    -0.118132      -0.103962      -0.067602  
    -0.067129      -0.128833       0.008677  
    -0.032497      -0.078145      -0.001245  
    -0.059258      -0.023994      -0.078455  
    -0.052646       0.004341      -0.120935  
    -0.067129      -0.006363      -0.127137  
    -0.168190      -0.033439      -0.150393  
    -0.297272      -0.059570      -0.164966  
    -0.412500      -0.085072      -0.143571  
    -0.487745      -0.091998      -0.059230  
    -0.493098      -0.089479      -0.007757  
    -0.440521      -0.137019       0.038445  
    -0.390462      -0.155594       0.062321  
    -0.340718      -0.102387       0.066972  
    -0.259177      -0.067756       0.059220  
    -0.175116      -0.082868       0.048987  
    -0.128206      -0.130408       0.001855  
    -0.099242      -0.152446      -0.094269  
    -0.090111      -0.167243      -0.117524  
    -0.107742      -0.165669      -0.129307  
    -0.178894      -0.132297      -0.134889  
    -0.306402      -0.107110      -0.151013  
    -0.403370      -0.139538      -0.113804  
    -0.434854      -0.188652      -0.048687  
    -0.461614      -0.228636       0.040925  
    -0.530248      -0.253507       0.122786  
    -0.583140      -0.241858       0.173948  
    -0.599196      -0.218561       0.215189  
    -0.628161      -0.155594       0.217669  
    -0.640125      -0.112147       0.233173  
    -0.618086      -0.068700       0.184181  
    -0.534026      -0.054533       0.128057  
    -0.410297      -0.111203       0.026972  
    -0.272715      -0.203449      -0.048067  
    -0.143633      -0.291287      -0.114734  
    -0.097982      -0.313640      -0.168687  
    -0.057369      -0.304195      -0.156904  
     0.001505      -0.248155      -0.168687  
     0.033618      -0.193689      -0.174889  
     0.029210      -0.164724      -0.201866  
     0.047785      -0.156539      -0.175199  
     0.082417      -0.143001      -0.160005  
     0.101307      -0.118444      -0.133648  
     0.114845      -0.146464      -0.136749  
     0.122401      -0.191170      -0.158145  
     0.135624      -0.285620      -0.124036  
     0.145069      -0.416276      -0.120625  
     0.146958      -0.483965      -0.144191  
     0.116734      -0.470427      -0.176129  
     0.076435      -0.433592      -0.161245  
     0.058490      -0.374718      -0.147602  
     0.050304      -0.326549      -0.146672  
     0.033303      -0.280898      -0.201866  
     0.031414      -0.209431      -0.281245  
     0.027951      -0.115925      -0.360315  
     0.022284      -0.010456      -0.370548  
     0.014098       0.074864      -0.325276  
     0.000875       0.189148      -0.318145  
    -0.029349       0.252744      -0.302331  
    -0.016755       0.208038      -0.308532  
     0.085251       0.087457      -0.273804  
     0.202683      -0.035328      -0.259540  
     0.260298      -0.087905      -0.271633  
     0.311301      -0.046977      -0.274114  
     0.345303       0.048103      -0.221400  
     0.310671       0.151998      -0.173338  
     0.259983       0.210242      -0.174269  
     0.189460       0.194500      -0.183261  
     0.107919       0.147905      -0.178610  
     0.025432       0.083994      -0.156284  
    -0.017385       0.051566      -0.214579  
    -0.006051       0.055029      -0.254579  
     0.049360       0.070141      -0.301090  
     0.104141       0.057863      -0.295199  
     0.114215       0.044010      -0.287137  
     0.072972       0.027009      -0.289928  
     0.072657      -0.025568      -0.331168  
     0.133105      -0.062719      -0.354734  
     0.212128      -0.099869      -0.274424  
     0.242352      -0.080664      -0.259540  
     0.155458       0.012841      -0.267602  
     0.048100       0.140978      -0.275354  
    -0.021163       0.229761      -0.251168  
    -0.047294       0.255263      -0.245586  
    -0.078148       0.259041      -0.249928  
    -0.126947       0.243929      -0.277524  
    -0.119391       0.207408      -0.210238  
    -0.086019       0.122403      -0.123106  
    -0.088222       0.050621      -0.094579  
    -0.118132      -0.028087      -0.087757  
    -0.163153      -0.118444      -0.137990  
    -0.176376      -0.225172      -0.169617  
    -0.178265      -0.321511      -0.240625  
    -0.180783      -0.404312      -0.268532  
    -0.186135      -0.482076      -0.275354  
    -0.202822      -0.517652      -0.216439  
    -0.165357      -0.517967      -0.147602  
    -0.113094      -0.482076      -0.128067  
    -0.092000      -0.404312      -0.115354  
    -0.086019      -0.294121      -0.142021  
    -0.096723      -0.197782      -0.161866  
    -0.095778      -0.108999      -0.191633  
    -0.124113      -0.051070      -0.204036  
    -0.186135      -0.007308      -0.235044  
    -0.244065       0.008119      -0.232563  
    -0.272400      -0.008567      -0.223571  
    -0.250991      -0.026513      -0.224501  
    -0.196525      -0.054533      -0.240005  
    -0.159060      -0.115925      -0.271323  
    -0.088222      -0.200930      -0.285586  
     0.007802      -0.274916      -0.322486  
     0.065416      -0.354884      -0.318765  
     0.130901      -0.405572      -0.335509  
     0.155773      -0.407775      -0.321245  
     0.154514      -0.361810      -0.275354  
     0.168052      -0.292861      -0.195044  
     0.206776      -0.214468      -0.123106  
     0.208980      -0.116240      -0.112873  
     0.205517      -0.040995      -0.139230  
     0.217795       0.010638      -0.179540  
     0.216536       0.059122      -0.193804  
     0.219684       0.111069      -0.194734  
     0.181904       0.128700      -0.166517  
     0.130901       0.112329      -0.151013  
     0.056601       0.083994      -0.203416  
    -0.034386       0.046529      -0.293959  
    -0.058628      -0.045403      -0.271323  
    -0.005736      -0.134500      -0.211478  
     0.037081      -0.157168      -0.123416  
     0.045582      -0.165984      -0.095819  
     0.043693      -0.164410      -0.150703  
     0.054397      -0.146464      -0.185741  
     0.062897      -0.102073      -0.224191  
     0.080528      -0.062719      -0.228222  
     0.096585       0.010323      -0.253028  
     0.085880       0.071086      -0.233804  
     0.129012       0.050307      -0.219230  
     0.192609      -0.014549      -0.187912  
     0.214962      -0.089479      -0.149152  
     0.172774      -0.140167      -0.156284  
     0.126809      -0.194319      -0.172098  
     0.125549      -0.287194      -0.187292  
     0.137513      -0.387311      -0.201245  
     0.128698      -0.427925      -0.267292  
     0.100992      -0.399590      -0.274114  
     0.064472      -0.326549      -0.277524  
    -0.007310      -0.200301      -0.244036  
    -0.065240      -0.077831      -0.172098  
    -0.094834       0.000563      -0.127757  
    -0.086963       0.067622      -0.121555  
    -0.046035       0.120199      -0.160625  
     0.032988       0.136256      -0.184501  
     0.151366       0.122718      -0.214579  
     0.264076       0.057548      -0.195354  
     0.328616      -0.031550      -0.173959  
     0.361044      -0.105851      -0.134269  
     0.394102      -0.180151      -0.099540  
     0.360415      -0.238710      -0.077524  
     0.279503      -0.279638      -0.040625  
     0.192294      -0.286880      -0.023261  
     0.104141      -0.261063       0.000615  
     0.015043      -0.230525       0.017359  
    -0.064295      -0.210375       0.005266  
    -0.117817      -0.191170      -0.047447  
    -0.182357      -0.142056      -0.120315  
    -0.226749      -0.045088      -0.203106  
    -0.231786       0.040547      -0.260160  
    -0.226434       0.078956      -0.242176  
    -0.192432       0.071715      -0.139540  
    -0.138596       0.041491      -0.052098  
    -0.121280       0.016619       0.024491  
    -0.110261      -0.017383       0.090848  
    -0.071851      -0.088850       0.117824  
     0.015987      -0.211005       0.109762  
     0.102566      -0.311437       0.051158  
     0.172144      -0.360551       0.021390  
     0.272576      -0.365273       0.009917  
     0.331450      -0.334734      -0.017369  
     0.310986      -0.295380      -0.045586  
     0.262816      -0.266730      -0.030703  
     0.193553      -0.253822      -0.018920  
     0.084621      -0.231154      -0.037524  
     0.028266      -0.200301      -0.058920  
     0.077380      -0.187392      -0.066982  
     0.155773      -0.182985      -0.090548  
     0.205202      -0.188967      -0.100470  
     0.278558      -0.239970      -0.052408  
     0.334913      -0.293806       0.002786  
     0.308782      -0.325604       0.048367  
     0.232278      -0.340401       0.071933  
     0.171200      -0.324030       0.079685  
     0.140032      -0.262637       0.089917  
     0.124605      -0.204393       0.093328  
     0.144124      -0.165354       0.083096  
     0.159551      -0.100498       0.046507  
     0.139402      -0.014234       0.005266  
     0.137198       0.051251      -0.019540  
     0.144754       0.089346      -0.053338  
     0.104455       0.122403      -0.054269  
     0.078324       0.156405      -0.069773  
     0.093121       0.213075      -0.093338  
     0.113586       0.276357      -0.103571  
     0.098159       0.320433      -0.092408  
     0.060064       0.344361      -0.056129  
     0.033933       0.368918      -0.018610  
    -0.048239       0.375529       0.002165  
    -0.172283       0.383085       0.012398  
    -0.243750       0.410161       0.039065  
    -0.250361       0.451719       0.050227  
    -0.245324       0.500203       0.050227  
    -0.222026       0.549317       0.025731  
    -0.157801       0.569781      -0.001245  
    -0.092945       0.556873      -0.052718  
    -0.043201       0.533260      -0.092718  
     0.000246       0.492962      -0.080315  
     0.032673       0.488869      -0.042486  
     0.057860       0.519408       0.047747  
     0.098159       0.536094       0.126196  
     0.117364       0.540816       0.141080  
     0.115789       0.568836       0.150072  
     0.116734       0.591190       0.170848  
     0.125864       0.604098       0.160305  
     0.125234       0.629284       0.113173  
     0.131216       0.606931       0.024181  
     0.193868       0.549947      -0.059230  
     0.246130       0.498944      -0.068842  
     0.230074       0.445107      -0.074424  
     0.193238       0.401975      -0.049928  
     0.150736       0.349713      -0.005897  
     0.086510       0.299339       0.031313  
     0.061323       0.236373       0.110072  
     0.063842       0.147905       0.169607  
     0.079584       0.090290       0.218290  
     0.111382       0.045584       0.273483  
     0.124920      -0.037847       0.279065  
     0.150106      -0.121277       0.289917  
     0.157977      -0.188337       0.302941  
     0.141606      -0.214153       0.295499  
     0.103196      -0.188967       0.315964  
     0.035822      -0.161261       0.288367  
    -0.020533      -0.133241       0.293948  
    -0.064610      -0.098924       0.260460  
    -0.119706      -0.028087       0.180460  
    -0.205025       0.074549       0.166196  
    -0.258547       0.166480       0.143561  
    -0.281215       0.223150       0.181080  
    -0.321829       0.218742       0.175189  
    -0.366535       0.155776       0.119065  
    -0.398018       0.065104       0.049607  
    -0.438317      -0.035328      -0.020470  
    -0.496561      -0.108054      -0.020780  
    -0.553860      -0.166613      -0.008067  
    -0.614308      -0.212264       0.026662  
    -0.687979      -0.233673       0.051778  
    -0.724500      -0.244377       0.061700  
    -0.710962      -0.268619       0.125266  
    -0.690498      -0.321196       0.235344  
    -0.638865      -0.342605       0.340460  
    -0.589751      -0.335364       0.378910  
    -0.536545      -0.300732       0.336119  
    -0.439891      -0.248470       0.271003  
    -0.333162      -0.218246       0.170848  
    -0.287512      -0.194319       0.083716  
    -0.302939      -0.156224      -0.016439  
    -0.351738      -0.096406      -0.112873  
    -0.419742      -0.046032      -0.138300  
    -0.471689      -0.028087      -0.084346  
    -0.509154      -0.028402       0.097359  
    -0.546934      -0.043514       0.285576  
    -0.594159      -0.067126       0.452088  
    -0.588492      -0.113407       0.554724  
    -0.515451      -0.182355       0.563096  
    -0.407148      -0.214783       0.536429  
    -0.275233      -0.204079       0.481545  
    -0.171968      -0.151816       0.412088  
    -0.123799      -0.089479       0.316584  
    -0.116243      -0.091683       0.159685  
    -0.105853      -0.169132       0.043406  
    -0.068703      -0.260748      -0.007757  
    -0.063036      -0.285620      -0.000625  
    -0.076259      -0.236192       0.079375  
    -0.090111      -0.102073       0.109142  
    -0.103649       0.044010       0.209607  
    -0.074999       0.149479       0.321545  
    -0.015496       0.256207       0.401545  
     0.010005       0.351287       0.448367  
    -0.070277       0.433773       0.364956  
    -0.154967       0.535779       0.272553  
    -0.185191       0.636211       0.201855  
    -0.211952       0.706104       0.138910  
    -0.185506       0.749551       0.113793  
    -0.131355       0.745143       0.078755  
    -0.091371       0.715864       0.084026  
    -0.041312       0.611339       0.191623  
    -0.015496       0.480368       0.231623  
     0.010005       0.411735       0.306662  
     0.057230       0.369232       0.387282  
     0.148532       0.357584       0.406507  
     0.325468       0.356639       0.452088  
     0.456124       0.330508       0.420460  
     0.478162       0.284227       0.342010  
     0.463365       0.243929       0.280925  
     0.391898       0.188833       0.206507  
     0.283281       0.134682       0.153483  
     0.203628       0.055029       0.165886  
     0.148847      -0.010771       0.191313  
     0.122716       0.004341       0.243096  
     0.074231       0.060381       0.233173  
     0.004024       0.095328       0.215499  
    -0.035016       0.083049       0.206196  
    -0.099871       0.059752       0.173638  
    -0.152134      -0.001011       0.211778  
    -0.121910      -0.012975       0.263871  
    -0.052961       0.041806       0.310693  
     0.012209       0.099735       0.321545  
     0.074546       0.116421       0.318755  
     0.138772       0.098476       0.289297  
     0.141291       0.095642       0.246817  
     0.107289       0.084308       0.224491  
     0.113900       0.047788       0.221390  
     0.165848       0.009693       0.224801  
     0.199535      -0.001956       0.233483  
     0.196387      -0.041625       0.251468  
     0.180645      -0.056737       0.247747  
     0.106659      -0.048551       0.304491  
     0.011265      -0.052644       0.355344  
    -0.072796      -0.035013       0.355964  
    -0.109946      -0.032809       0.346662  
    -0.103649      -0.054218       0.356894  
    -0.046035      -0.035328       0.365886  
     0.032673       0.003082       0.377359  
     0.058175       0.005915       0.382941  
     0.052508       0.002137       0.364336  
     0.064157      -0.041625       0.368987  
     0.072028      -0.097980       0.342010  
     0.061953      -0.120648       0.293638  
     0.110122      -0.125370       0.261390  
     0.161440      -0.129148       0.265111  
     0.185997      -0.139223       0.249917  
     0.197016      -0.164410       0.256119  
     0.155458      -0.170391       0.238755  
     0.071083      -0.114036       0.218910  
    -0.003218      -0.025568       0.217049  
    -0.050128       0.061955       0.185111  
    -0.041942       0.126181       0.183561  
    -0.026200       0.180018       0.152243  
    -0.060832       0.189463       0.130848  
    -0.067758       0.160183       0.111933  
    -0.070592       0.108551       0.114414  
    -0.120650       0.038658       0.133638  
    -0.159690      -0.012345       0.178600  
    -0.161264      -0.075942       0.222941  
    -0.153708      -0.123481       0.245266  
    -0.140800      -0.146779       0.275964  
    -0.159375      -0.179207       0.262010  
    -0.219508      -0.190226       0.221700  
    -0.282474      -0.137964       0.151623  
    -0.298216      -0.078460       0.110072  
    -0.262955      -0.037217       0.098910  
    -0.228323       0.039602       0.108832  
    -0.190228       0.109495       0.140150  
    -0.138281       0.170573       0.186041  
    -0.097353       0.210871       0.255189  
    -0.103649       0.187889       0.313793  
    -0.129780       0.116421       0.360925  
    -0.114668       0.021027       0.385731  
    -0.125373      -0.035958       0.366817  
    -0.151504      -0.061774       0.321235  
    -0.151504      -0.122537       0.298910  
    -0.125688      -0.150872       0.257979  
    -0.082555      -0.116240       0.211158  
    -0.063036      -0.073423       0.181080  
    -0.028404      -0.015494       0.180460  
     0.029840       0.058177       0.229452  
     0.100677       0.123663       0.253948  
     0.134679       0.130904       0.253328  
     0.132161       0.066363       0.245576  
     0.119567      -0.002900       0.222010  
     0.099103      -0.060200       0.191933  
     0.093436      -0.141112       0.188212  
     0.109493      -0.201875       0.195964  
     0.085880      -0.224543       0.220770  
     0.051563      -0.249414       0.218290  
     0.009691      -0.269879       0.159065  
    -0.069332      -0.238395       0.110072  
    -0.112150      -0.161261       0.061080  
    -0.154023      -0.090424       0.001855  
    -0.165986      -0.047292      -0.027912  
    -0.116872      -0.028717      -0.025431  
    -0.056109      -0.050440       0.003406  
    -0.023367      -0.126315       0.067592  
    -0.009514      -0.167558       0.134259  
    -0.043831      -0.171651       0.204646  
    -0.123169      -0.165669       0.231003  
    -0.185506      -0.150557       0.228832  
    -0.173857      -0.159687       0.179840  
    -0.088222      -0.164410       0.117514  
    -0.018959      -0.159372       0.058290  
     0.004653      -0.138908      -0.032873  
     0.009691      -0.096091      -0.087757  
     0.013783      -0.034384      -0.131478  
     0.017247      -0.009827      -0.124036  
     0.043693      -0.014234      -0.114734  
     0.071398      -0.018642      -0.111633  
     0.078009      -0.060200      -0.090238  
     0.064157      -0.081294      -0.054889  
     0.016617      -0.067126      -0.017059  
    -0.087278      -0.022735       0.003406  
    -0.197784       0.047158       0.017049  
    -0.256028       0.130589       0.002165  
    -0.279011       0.199852      -0.019230  
    -0.261066       0.249911      -0.048997  
    -0.215100       0.283283      -0.084966  
    -0.158430       0.276671      -0.145121  
    -0.103020       0.217168      -0.171788  
    -0.061462       0.063530      -0.174269  
    -0.049813      -0.094831      -0.183571  
    -0.050442      -0.167243      -0.185741  
    -0.023682      -0.206597      -0.188842  
    -0.004162      -0.217616      -0.213338  
    -0.001014      -0.162521      -0.235974  
    -0.000699      -0.070589      -0.272563  
    -0.034071       0.033935      -0.319075  
    -0.098612       0.135626      -0.276594  
    -0.134503       0.235114      -0.231013  
    -0.153078       0.286431      -0.197214  
    -0.140485       0.241095      -0.128687  
    -0.101760       0.132163      -0.048687  
    -0.067443       0.013471       0.031623  
    -0.029663      -0.108054       0.099530  
     0.001820      -0.213524       0.111623  
     0.033933      -0.303881       0.075034  
     0.054082      -0.399590       0.025421  
     0.099418      -0.493410      -0.045276  
     0.165218      -0.574007      -0.115974  
     0.219999      -0.591008      -0.160625  
     0.232907      -0.560155      -0.179540  
     0.219684      -0.534024      -0.199695  
     0.203313      -0.508207      -0.165586  
     0.207721      -0.499077      -0.092718  
     0.207721      -0.503170      -0.033804  
     0.190090      -0.462871       0.018290  
     0.185367      -0.423832       0.066972  
     0.208980      -0.395497       0.095809  
     0.235111      -0.330012       0.082476  
     0.231963      -0.266730       0.039685  
     0.261242      -0.234303      -0.022951  
     0.287688      -0.213209      -0.081866  
     0.300911      -0.194948      -0.141400  
     0.335228      -0.187392      -0.154114  
     0.358526      -0.206597      -0.138920  
     0.318542      -0.207542      -0.106362  
     0.271317      -0.167243      -0.048687  
     0.247704      -0.139538      -0.001866  
     0.220629      -0.132611       0.050227  
     0.210869      -0.111203       0.097359  
     0.269428      -0.126630       0.159375  
     0.367656      -0.181725       0.193793  
     0.429048      -0.244377       0.160305  
     0.467458      -0.327808       0.093948  
     0.513423      -0.419109       0.044026  
     0.539240      -0.465390      -0.008377  
     0.519090      -0.423832      -0.023571  
     0.495793      -0.370310      -0.012098  
     0.469347      -0.304510      -0.012718  
     0.411103      -0.238395       0.004026  
     0.329246      -0.199671      -0.026052  
     0.245501      -0.166613      -0.064501  
     0.147588      -0.120963      -0.096439  
     0.070768      -0.097035      -0.138300  
     0.076435      -0.093887      -0.169617  
     0.130901      -0.120648      -0.163106  
     0.187256      -0.181096      -0.149152  
     0.229129      -0.239025      -0.156904  
     0.206146      -0.301047      -0.161245  
     0.154199      -0.331586      -0.153804  
     0.120197      -0.345753      -0.141400  
     0.119253      -0.366847      -0.142331  
     0.153255      -0.382589      -0.128377  
     0.219369      -0.357402      -0.143571  
     0.303745      -0.324660      -0.207757  
     0.362618      -0.315215      -0.265431  
     0.406380      -0.327808      -0.278145  
     0.409843      -0.349531      -0.279385  
     0.360729      -0.324974      -0.269462  
     0.310986      -0.284046      -0.236904  
     0.283910      -0.243433      -0.169307  
     0.232592      -0.165984      -0.102641  
     0.157032      -0.074682      -0.058920  
     0.112641      -0.003215      -0.012718  
     0.076435       0.045269      -0.003106  
     0.018821       0.070456       0.002786  
     0.002764       0.059752      -0.020780  
     0.021339       0.005915      -0.071943  
     0.021969      -0.072164      -0.160625  
     0.028581      -0.141427      -0.250238  
     0.038340      -0.232728      -0.304501  
     0.024803      -0.322771      -0.321866  
    -0.014551      -0.370625      -0.323726  
    -0.045090      -0.355198      -0.327757  
    -0.038794      -0.301677      -0.308532  
     0.011580      -0.252248      -0.285586  
     0.098474      -0.214783      -0.214579  
     0.194498      -0.164410      -0.150083  
     0.248019      -0.062719      -0.117524  
     0.262502       0.034250      -0.090548  
     0.287059       0.106976      -0.055819  
     0.313505       0.139089      -0.041866  
     0.295559       0.107921      -0.049617  
     0.255890       0.013786      -0.060470  
     0.242667      -0.083497      -0.081555  
     0.192294      -0.162206      -0.087137  
     0.147902      -0.229265      -0.102331  
     0.146958      -0.277435      -0.111013  
     0.133735      -0.292232      -0.160625  
     0.132476      -0.287824      -0.216129  
     0.209924      -0.295380      -0.218300  
     0.310356      -0.305140      -0.221090  
     0.358526      -0.306714      -0.246517  
     0.370804      -0.310492      -0.268222  
     0.368915      -0.334419      -0.265431  
     0.366711      -0.368421      -0.242486  
     0.348766      -0.415331      -0.225431  
     0.338376      -0.444926      -0.243416  
     0.345617      -0.455000      -0.257059  
     0.334598      -0.438314      -0.293648  
     0.330191      -0.404942      -0.263261  
     0.333024      -0.374718      -0.212098  
     0.266594      -0.295380      -0.188532  
     0.206461      -0.198097      -0.139850  
