STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    -1.821063      -7.083180      -0.524346  
    -0.857989      -6.480904       0.563406  
     0.101937      -5.126493       0.772708  
     1.599912      -2.945959       1.010227  
     4.077963      -0.632566       1.162476  
     6.579311       1.217078       0.681235  
     8.042340       2.521116      -0.064191  
     8.692155       2.863025      -0.861400  
     8.708841       2.563618      -2.150703  
     7.521606       2.141113      -3.223571  
     5.724225       1.215503      -3.413648  
     4.029164       0.438496      -3.089617  
     2.375346       0.451719      -2.408997  
     0.839590       1.036993      -1.721866  
    -0.091056       1.808334      -1.543261  
    -0.427612       3.149837      -1.653648  
    -1.077428       5.126359      -1.878145  
    -1.958645       7.478162      -2.218610  
    -2.273163       9.883486      -2.157524  
    -2.131489      11.683701      -1.871013  
    -1.933459      12.758541      -1.449928  
    -1.700482      12.581919      -0.418300  
    -2.183751      11.294567       0.799995  
    -3.424823      10.304418       1.516894  
    -4.441733      10.103869       2.258600  
    -4.269520       9.808870       3.183251  
    -2.759895       9.131665       2.987902  
    -1.015406       8.479016       1.567747  
     0.952616       7.207090       0.022631  
     3.053496       4.659147      -0.902331  
     3.888748       1.707587      -1.078145  
     2.872467      -0.720720      -1.001866  
     1.289487      -2.722428      -0.967447  
     0.443216      -4.338151      -0.361555  
     0.309097      -5.528534       1.192553  
     0.203943      -6.334507       2.612088  
    -0.445873      -6.151589       3.018290  
    -1.572030      -4.726970       3.043096  
    -2.091820      -3.108098       3.322786  
    -1.731021      -2.462376       3.454879  
    -1.527009      -2.842064       3.541080  
    -1.731651      -3.499750       3.719685  
    -1.996425      -3.712892       3.772398  
    -2.241051      -3.622850       4.244956  
    -2.656315      -4.058894       5.231313  
    -3.414748      -5.276353       5.619840  
    -4.867702      -6.386139       4.610848  
    -6.489092      -7.093569       2.925886  
    -7.018641      -7.637601       1.426352  
    -6.190945      -7.654602       0.266041  
    -4.873684      -7.127571      -0.988222  
    -3.547293      -5.998265      -2.410548  
    -1.730077      -4.175697      -3.247137  
     0.429363      -2.318812      -3.402796  
     2.323398      -1.066721      -3.530548  
     3.572026      -0.170706      -3.768997  
     4.519359       0.324211      -3.526827  
     5.257327       0.180962      -2.723726  
     5.265198      -0.366532      -1.608997  
     4.463004      -1.005643      -0.234114  
     2.625953      -1.282067       0.775189  
     0.149791      -0.977938       1.149452  
    -2.008074      -0.901748       0.965886  
    -3.809549      -1.318273       0.578290  
    -5.574817      -1.498357      -0.018300  
    -7.064607      -1.481986      -1.632563  
    -7.871209      -1.432872      -4.019230  
    -7.298528      -1.123076      -5.984501  
    -5.322321      -1.062313      -6.004036  
    -3.165085      -1.721574      -4.176129  
    -1.725984      -2.594291      -1.663261  
    -0.779911      -3.300146       0.897979  
     0.260613      -4.187346       3.320305  
     1.513333      -5.650375       4.991933  
     2.354567      -6.819035       5.232863  
     2.437998      -6.785348       4.251158  
     2.668455      -5.581741       2.482165  
     3.204301      -3.759803       0.664801  
     3.429092      -1.946364      -1.334889  
     3.158650      -0.407146      -3.565276  
     2.734885       0.945377      -5.298920  
     2.900172       2.125371      -5.949152  
     3.971864       2.904268      -5.518455  
     5.234659       2.823985      -4.495199  
     5.789080       2.233673      -3.583261  
     5.975146       1.630139      -3.057059  
     6.160268       0.853760      -2.706982  
     6.275182       0.148849      -2.066982  
     6.233310      -0.114036      -0.863571  
     5.886364       0.580485       0.295809  
     5.061186       2.138594       0.711313  
     3.968401       4.017517       0.392553  
     3.237359       5.961296      -0.328997  
     2.835317       8.220538      -1.975199  
     2.051698      10.752425      -4.150703  
     1.177406      12.891086      -5.346362  
     1.019360      14.265646      -5.290238  
     0.830775      15.045173      -4.874424  
     0.229444      14.777565      -4.332098  
    -0.036590      13.144841      -3.484346  
     0.092492      10.629010      -2.006827  
     0.084621       7.621411       0.111623  
    -0.001643       4.584846       2.365886  
    -0.083815       1.770869       3.995344  
    -0.865545      -0.237766       3.625421  
    -2.044280      -1.179431       2.096739  
    -2.165491      -1.120243       0.857049  
    -1.695445       0.121144       0.006196  
    -2.229402       2.009197      -0.336439  
    -3.201606       3.444206      -0.024191  
    -3.002632       3.959273       0.930227  
    -2.250810       3.934086       1.572398  
    -2.203585       3.767855       1.358755  
    -1.938181       3.304106       1.010848  
    -0.711277       2.572434       1.088057  
     0.803385       1.841706       0.990072  
     1.932376       0.827314       0.334569  
     2.853577      -0.407461      -0.216129  
     3.471909      -1.166838      -0.536749  
     3.035866      -1.025478      -0.697059  
     2.216040      -0.102702      -0.373648  
     1.944969       1.556153       0.405576  
     1.762996       3.515673       1.026352  
     1.345842       5.198771       0.821390  
     1.224316       6.317687      -0.228222  
     1.415420       6.777973      -1.678455  
     1.292950       6.406155      -3.404036  
     0.865722       4.695982      -5.107292  
     0.647227       2.069645      -5.782641  
     0.940022      -0.741184      -4.953804  
     1.145293      -3.160675      -3.151943  
     0.623615      -4.896664      -1.660470  
    -0.366850      -5.508070      -0.317214  
    -0.871527      -5.531368       1.674103  
    -0.517969      -5.551832       3.601545  
    -0.118761      -5.111381       4.937359  
     0.123031      -3.934220       5.115654  
     0.766864      -1.873323       4.234103  
     1.943710       0.765607       3.100460  
     3.294658       3.138503       2.395344  
     3.696385       4.032314       2.194414  
     2.403051       3.962107       2.375809  
     0.350655       3.557231       2.507902  
    -1.287421       2.581564       1.661080  
    -2.168639       1.037308       0.524026  
    -2.477805      -0.710330      -0.379540  
    -2.556198      -2.348406      -1.569928  
    -2.468360      -3.475508      -2.676284  
    -2.044910      -4.237089      -2.789462  
    -1.296551      -5.278872      -1.747602  
    -0.903640      -6.109086      -0.487757  
    -1.387538      -6.132699       0.135189  
    -1.332442      -5.472179       0.482786  
     0.222833      -4.373727       0.740150  
     2.243746      -2.980906       0.737669  
     3.385960      -1.864193       0.454259  
     3.556284      -0.807613      -0.133028  
     2.754090       0.530112      -0.350703  
     0.871703       1.849262      -0.033493  
    -1.526065       2.363385      -0.109152  
    -4.012616       2.224543      -0.414269  
    -5.556557       2.441463       0.008987  
    -5.584892       2.828708       0.723406  
    -4.676284       2.966919       1.380460  
    -3.670078       2.664050       2.198445  
    -2.671427       1.837614       2.856429  
    -1.709927       0.678713       3.242165  
    -1.147635      -0.597935       3.093638  
    -1.351018      -1.921178       1.938290  
    -1.772579      -2.787913      -0.103571  
    -1.430356      -3.062447      -2.936749  
    -0.698998      -3.391133      -6.321866  
     0.185682      -4.076525      -8.999075  
     1.111606      -5.100676     -10.351943  
     1.476498      -5.911056     -10.750393  
     1.148756      -5.989765      -9.480625  
     0.568519      -5.691618      -6.428222  
    -0.250676      -5.273205      -2.821400  
    -1.203361      -4.322409       0.540460  
    -1.615477      -2.819396       3.086196  
    -1.519138      -0.799743       4.520925  
    -1.583679       2.299788       4.999375  
    -2.413579       5.979557       4.899530  
    -3.419785       9.191798       4.121855  
    -4.205608      12.043240       2.449607  
    -5.164905      14.394098       0.354103  
    -5.886817      15.482161      -1.964966  
    -5.624876      15.410694      -4.137369  
    -3.825605      13.891625      -5.153183  
    -1.256568      11.014996      -4.546672  
     1.246670       7.932780      -3.085897  
     2.919692       5.663464      -1.742331  
     3.058219       4.780987      -0.244656  
     2.764479       4.436245       1.381390  
     2.506946       3.884028       2.885576  
     1.936469       3.608864       4.311313  
     1.294839       3.749594       4.728057  
     0.522554       3.961792       3.436584  
    -0.460985       4.075447       1.247747  
    -0.633513       3.803116      -0.576129  
     0.346562       2.986754      -1.801245  
     1.241003       1.998808      -2.292098  
     1.833518       1.284767      -2.148842  
     2.811075       0.534520      -1.761245  
     3.907008      -0.326234      -0.755044  
     4.724000      -0.917490       0.906041  
     5.287866      -1.107020       2.770848  
     5.342017      -0.801002       4.155034  
     4.922975      -0.108054       5.162786  
     4.934309       0.471238       6.250538  
     5.562400       1.107831       6.714724  
     5.551381       2.317104       6.311623  
     4.933364       3.640347       4.798445  
     4.455448       4.508657       2.586972  
     4.265288       4.219010       1.089917  
     4.100001       2.802262       0.278134  
     3.385645       1.289489      -0.172718  
     1.725531       0.327989      -0.071943  
    -0.295383      -0.313326       0.151933  
    -1.833027      -1.351330       0.075654  
    -2.613813      -3.036001      -0.107602  
    -2.464267      -4.981040      -0.417369  
    -1.664591      -6.496646      -0.682176  
    -0.348274      -7.359288      -0.378610  
     1.020619      -7.418477       0.208057  
     1.971730      -6.432735       0.363716  
     1.968582      -4.953964       0.111933  
     1.266504      -3.351779      -0.027912  
     0.688156      -1.294975      -0.169617  
     0.091232       0.835185      -0.476594  
    -0.246898       2.236507      -0.431633  
     0.195127       2.790613      -0.208997  
     1.000155       2.761334      -0.148532  
     1.370399       2.040366      -0.434734  
     1.615024       0.224724      -0.998145  
     1.950951      -2.664184      -1.245276  
     1.985268      -6.006766      -0.821090  
     2.036271      -8.713070      -0.945741  
     1.785034     -10.500377      -2.160935  
     1.581337     -11.191121      -3.500780  
     2.033437     -11.088485      -4.835354  
     2.901432     -10.772078      -5.398455  
     3.543691      -9.481578      -5.505121  
     3.137871      -7.469480      -5.222021  
     2.186446      -5.189459      -4.410238  
     1.150960      -2.514008      -3.882176  
     0.529795      -0.081294      -3.409617  
     0.431882       1.886098      -3.120315  
     0.731918       3.636254      -3.128997  
     1.409753       4.683704      -3.381090  
     2.357086       4.578864      -3.759075  
     3.338735       3.731964      -3.877214  
     3.338735       2.902064      -3.944191  
     2.259802       2.133242      -3.698610  
     1.389919       0.992602      -2.871013  
     1.319396      -0.238081      -1.688997  
     1.205741      -1.165264      -0.303261  
     0.663284      -1.489542       0.686817  
    -0.047924      -1.093167       1.382631  
    -0.826506      -0.244062       2.379840  
    -1.284588       0.495795       3.373018  
    -1.507490       0.885244       3.677204  
    -1.619570       1.454777       3.577359  
    -0.883805       2.143946       3.481545  
     0.453290       3.020756       2.926817  
     1.443125       4.234437       1.713173  
     2.219504       4.986573       0.111623  
     2.884431       5.016168      -2.195974  
     2.773610       5.015223      -4.599695  
     2.366216       4.754856      -5.542951  
     2.439572       3.597215      -5.527757  
     2.146462       2.284991      -5.827292  
     0.950412       1.078866      -5.898610  
     0.229759      -0.233988      -5.198145  
     0.060064      -1.189506      -4.375819  
    -1.094744      -1.537396      -3.936439  
    -2.326685      -1.778558      -3.669152  
    -1.946367      -2.295514      -3.387602  
    -0.945198      -2.986258      -3.170238  
    -0.500654      -3.649296      -2.859230  
     0.381194      -3.874717      -1.932408  
     1.800146      -3.461970      -0.434114  
     2.711588      -2.690000       0.798134  
     3.372107      -2.229399       1.769607  
     4.541397      -2.166433       2.789142  
     5.363426      -2.229084       3.466972  
     5.122579      -2.607199       3.887437  
     4.786967      -3.579403       4.684026  
     4.448206      -4.622130       5.545111  
     3.081516      -4.702727       6.062941  
     0.795199      -3.938942       6.475654  
    -0.745909      -3.160360       7.050538  
    -1.317960      -1.963995       7.128987  
    -1.646961      -0.242173       6.388212  
    -1.405484       0.714604       5.613948  
    -0.449336       0.809369       5.275654  
     0.083991       0.827629       5.103251  
    -0.328125       1.080125       4.834414  
    -0.622494       1.231245       4.231933  
    -0.786522       1.345215       2.924646  
    -1.283958       2.011716       1.542321  
    -1.691982       2.991791       0.333018  
    -2.093394       4.076706      -1.358455  
    -3.475511       5.404042      -3.363726  
    -5.270689       6.343189      -4.695509  
    -6.018102       6.204977      -5.018300  
    -6.052734       5.734616      -4.561245  
    -6.138683       5.586960      -3.326207  
    -5.899725       5.577515      -1.402796  
    -5.357897       5.812065       0.444646  
    -5.239205       6.667781       2.054569  
    -5.497368       7.948207       3.462631  
    -5.646599       9.229578       3.985731  
    -6.224318      10.446722       3.496429  
    -7.625010      11.270640       2.433483  
    -8.816023      11.720222       1.012398  
    -9.326997      12.118170      -0.033183  
    -9.853398      12.823082      -0.129617  
   -10.192158      13.346019       0.642786  
   -10.481175      13.432283       1.568057  
   -11.256608      13.664630       2.097049  
   -11.635353      13.640703       2.358134  
   -11.270146      13.153971       2.275654  
   -10.522418      12.224899       2.133638  
    -9.714871      11.035775       1.386662  
    -8.385331       9.653343       0.137979  
    -6.511445       8.017156      -1.199695  
    -4.748066       6.064876      -2.676284  
    -3.451269       3.925901      -3.921866  
    -2.430580       1.738441      -4.469152  
    -1.308515      -0.641382      -4.249617  
    -0.108372      -2.963905      -3.269773  
     1.283820      -5.050303      -1.418300  
     2.918748      -6.873186       0.576119  
     4.231916      -8.433498       1.901700  
     5.237178      -9.767761       2.816739  
     6.582774     -11.422523       3.688057  
     8.207312     -13.285390       4.110383  
     9.654285     -15.049399       4.040305  
    11.186892     -17.133909       3.900770  
    13.178211     -19.727503       3.636894  
    14.643444     -22.454901       3.249297  
    15.391172     -24.642676       2.843406  
    15.640205     -26.112631       2.267282  
    15.861532     -26.582047       1.979220  
    16.158105     -25.627473       1.727747  
    16.258222     -23.863779       1.516274  
    16.311114     -21.693950       1.437824  
    15.544810     -19.300275       1.329607  
    13.774190     -16.529744       0.828212  
    11.703218     -14.097659      -0.810858  
     9.556057     -12.521290      -3.106672  
     7.205829     -10.966330      -5.253338  
     4.725259      -9.317235      -6.630083  
     2.228949      -7.600136      -7.196904  
    -0.628791      -5.324208      -7.297990  
    -3.435527      -2.493544      -6.343571  
    -5.855963       0.375844      -4.357214  
    -7.993050       3.169672      -2.306052  
   -10.287238       5.886996      -1.072563  
   -12.131215       9.225170      -1.039075  
   -12.966781      12.510138      -1.682176  
   -12.951669      16.224537      -2.303881  
   -12.486661      19.935159      -3.299850  
   -12.595278      23.236498      -4.365276  
   -13.191887      25.879206      -4.669152  
   -14.339453      26.918155      -4.382331  
   -15.502761      26.557671      -3.484346  
   -16.864414      24.855055      -2.823571  
   -17.416946      23.020208      -2.422021  
   -16.949419      20.714686      -2.493028  
   -15.451129      18.077959      -3.084966  
   -13.542296      15.884518      -3.513493  
   -12.411731      14.421804      -4.047757  
   -11.678170      12.939570      -5.316284  
   -10.993408      10.808150      -6.668532  
    -8.984144       7.921447      -7.315974  
    -5.687527       4.759264      -7.311323  
    -2.063800       2.101129      -6.737679  
     1.226205      -0.102702      -5.904811  
     4.946272      -2.359110      -4.523726  
     8.620059      -4.386005      -3.059230  
    11.455759      -5.998895      -1.930548  
    13.711853      -7.408717      -0.759075  
    15.562126      -8.214690       0.512863  
    17.243964      -8.630269       1.271933  
    18.550206      -8.685680       1.713173  
    19.600804      -8.384070       1.815189  
    20.793392      -7.500019       1.499840  
    21.269419      -6.565279       1.254569  
    20.607955      -6.040768       1.474724  
    19.750979      -5.814088       2.312863  
    18.577282      -5.957337       3.330848  
    16.733305      -6.444698       3.924336  
    14.875161      -6.756383       4.130227  
    13.289032      -6.586688       4.470383  
    11.752017      -6.196295       4.976739  
    10.416181      -6.020933       5.961545  
     9.099234      -6.310894       7.343251  
     7.534514      -6.972358       8.502941  
     5.705020      -7.937636       9.209917  
     4.065369      -8.985401       9.774569  
     2.621230     -10.038832      10.248987  
     1.276264     -10.909345      10.157204  
    -0.337255     -11.237086       9.150693  
    -2.153212     -10.914383       7.905731  
    -3.619075     -10.129819       6.992553  
    -5.104457      -8.687569       6.500460  
    -6.846428      -7.001008       6.448987  
    -8.775410      -5.680914       6.467282  
   -10.775858      -4.696431       6.119375  
   -12.364191      -4.045671       5.324646  
   -13.129550      -4.199309       4.503561  
   -12.955133      -5.087138       3.656429  
   -11.971909      -5.795198       2.666662  
   -10.662519      -6.127662       1.689297  
    -9.117318      -6.420141       0.500150  
    -7.895766      -6.976766      -1.033493  
    -7.225801      -7.523001      -2.754424  
    -6.861225      -7.957471      -4.558765  
    -6.895227      -7.617136      -6.499540  
    -7.758814      -6.071621      -8.628532  
    -8.900083      -3.628202     -10.433493  
    -9.644349      -1.023274     -11.539850  
   -10.053317       1.456666     -11.790083  
   -10.833788       3.992016     -11.405897  
   -12.823532       6.844403     -10.601866  
   -14.876558       9.875300      -9.825121  
   -16.407591      11.799874      -9.279075  
   -16.996959      12.427336      -8.695819  
   -16.681496      11.921715      -7.998455  
   -15.687883      11.031052      -7.580780  
   -14.335360      10.170614      -7.547602  
   -12.750491       9.726069      -7.255199  
   -10.528400       9.466962      -6.698920  
    -8.572972       9.185816      -6.008067  
    -7.402108       9.550707      -4.767137  
    -6.331991      10.177225      -2.635974  
    -4.919965      11.009958      -0.274114  
    -4.194589      12.275272       1.483096  
    -4.402694      13.498713       2.426662  
    -4.631578      14.272888       3.441235  
    -4.391990      14.539866       5.111313  
    -3.989948      14.162066       6.932708  
    -3.489363      13.508158       7.783561  
    -2.412320      12.466376       8.051468  
    -0.155912      10.711811       8.344491  
     3.058219       8.566539       8.177359  
     6.068652       6.561683       7.574569  
     8.305226       5.066226       6.827282  
     9.793126       3.836803       6.166196  
    10.835224       2.925991       5.526196  
    11.528801       2.319623       4.912553  
    11.909119       2.216672       4.175809  
    12.080073       3.027997       3.891158  
    12.299197       4.258364       4.034724  
    12.533433       5.258589       4.100150  
    12.434890       5.386726       4.091468  
    11.949418       4.688426       4.337669  
    11.449463       3.619883       4.634414  
    10.910154       2.351106       4.640925  
    10.285210       0.780089       4.127747  
     9.699306      -0.935121       2.733948  
     9.272707      -2.812155       1.287437  
     9.030601      -4.743341       0.631623  
     8.630763      -6.626357       0.470072  
     7.760250      -7.692696       0.033173  
     6.238977      -7.669399      -0.749773  
     5.098966      -7.762589      -1.330548  
     5.238437      -7.981083      -1.695819  
     6.048503      -8.003437      -2.214579  
     6.922164      -8.091905      -2.594114  
     8.273113      -8.271359      -2.280935  
    10.290877      -8.724089      -1.336439  
    12.146188     -10.034424       0.035034  
    13.278328     -12.270368       1.367747  
    13.828656     -15.458997       1.968677  
    14.034557     -19.157970       1.732398  
    14.462100     -23.078585       0.748832  
    15.066264     -27.408169      -0.734269  
    15.796362     -31.307061      -2.403726  
    16.006985     -33.488854      -4.102951  
    15.596443     -33.745757      -5.331478  
    14.662648     -32.257542      -5.587292  
    12.331625     -29.417118      -4.854269  
     9.203759     -24.148388      -3.368377  
     6.003481     -17.885730      -2.120935  
     3.144798     -12.759934      -1.186052  
     0.828256      -7.929766      -0.386052  
    -1.285218      -2.086465      -0.018300  
    -3.389246       4.312831      -0.431323  
    -5.310043       9.550392      -0.859230  
    -6.766145      14.179697      -1.321866  
    -7.630047      18.202003      -1.464191  
    -9.201064      21.598737      -0.974889  
   -11.637556      24.680007      -1.598145  
   -15.225708      27.896656      -1.578920  
   -18.805989      31.074581      -1.179850  
   -20.615649      35.651938      -0.600005  
   -21.884111      39.911628      -0.349773  
   -22.602560      42.090902      -0.873804  
   -22.038380      44.016106      -1.631013  
   -20.293890      45.392871      -2.917835  
   -17.868731      44.812319      -3.900160  
   -16.315660      43.247914      -4.858610  
   -15.992327      42.367955      -5.514424  
   -15.451129      41.734197      -6.169617  
   -14.715049      40.378526      -5.658920  
   -14.475461      37.907716      -5.499230  
   -14.226428      35.642808      -4.738920  
   -12.274464      32.454179      -2.872563  
    -9.951311      28.326088      -1.597524  
    -7.296324      24.680007       0.086196  
    -3.521791      21.030463       1.409607  
    -0.074370      15.513644       3.014569  
     3.378719       9.414070       4.711933  
     7.407322       4.064113       5.577049  
    11.564062      -1.770688       6.067282  
    15.198494      -8.376199       6.577669  
    17.443254     -14.202184       7.098290  
    19.379477     -18.547194       7.387592  
    21.023849     -22.130308       7.554414  
    21.247381     -24.683604       7.856119  
    21.419594     -25.858246       7.616739  
    21.256196     -25.608898       7.493638  
    20.692330     -25.278953       7.304801  
    20.095407     -24.924451       7.438445  
    19.572154     -24.884153       7.027902  
    18.135571     -25.459038       5.987592  
    16.246573     -27.119782       5.670693  
    14.690354     -31.326266       5.825111  
    13.339720     -36.267885       6.624491  
    12.405296     -41.249487       7.500770  
    12.509505     -46.397322       8.250538  
    14.420227     -51.928623       8.336739  
    17.284263     -56.944542       7.783251  
    20.660847     -61.127414       6.619840  
    24.046561     -65.680528       4.555034  
    28.030458     -68.903789       2.350383  
    31.371466     -70.919979      -0.310393  
    33.288169     -71.486049      -3.324656  
    34.310747     -70.931943      -5.536439  
    34.448958     -67.709627      -7.144191  
    32.865978     -62.314334      -7.282486  
    27.960565     -53.470045      -7.512873  
    21.476264     -43.492043      -7.951633  
    14.795823     -35.339757      -7.606517  
     9.449329     -27.820600      -6.421710  
     2.299471     -18.161209      -6.048997  
    -6.573153      -7.316156      -6.609307  
   -16.395942       2.167244      -5.869462  
   -25.930345      12.365314      -6.034734  
   -33.311920      21.333647      -6.631633  
   -41.860895      28.167727      -8.872563  
   -45.068414      31.245850     -10.427602  
   -49.925972      37.748096     -10.197524  
   -55.375102      44.799411     -12.337990  
   -58.599937      48.677524     -12.079385  
   -65.317528      52.791447     -11.254889  
   -69.031928      60.267786      -9.888997  
   -73.073125      68.958436      -6.405586  
   -76.093947      76.733552      -4.230393  
   -76.931403      86.101723      -3.146052  
   -78.348781      92.741866      -4.199695  
   -78.819772      97.552829      -5.481866  
   -77.068356     100.140442      -7.599385  
   -74.187319      98.208626      -9.078765  
   -69.800121      92.863392      -9.669773  
   -63.506924      85.521801      -9.767447  
   -57.292750      74.109104      -8.313183  
   -51.541066      62.210306      -7.789773  
   -44.642130      53.956014      -6.371788  
   -36.802159      45.721871      -4.780470  
   -28.672226      34.376234      -3.654579  
   -21.504738      22.058708      -1.001555  
   -15.091274      12.111244      -0.893959  
    -8.770057       5.147768      -0.992873  
    -6.957249      -1.478523       0.923716  
    -5.895317      -4.008835       1.875654  
    -4.063934      -3.813954       2.915654  
    -2.166750      -5.429992       4.351313  
     0.867925      -7.172277       4.979220  
     6.527993      -8.386274       5.485576  
    13.920272     -10.397742       6.689297  
    20.859506     -13.830366       6.938600  
    29.320014     -18.773874       7.931468  
    40.037559     -26.738519       9.515034  
    50.742196     -35.578085      10.199065  
    60.409773     -45.802602      10.973018  
    69.231709     -57.860706      11.141080  
    75.826201     -68.538897       8.728987  
    82.828087     -77.901086       6.087127  
    87.451725     -84.724462       2.062941  
    89.668149     -88.245869      -3.140160  
    88.872566     -89.480330      -6.300470  
    85.803889     -86.273755      -8.850548  
    80.178767     -81.479793      -9.528997  
    70.523154     -69.665370      -7.342331  
    60.300841     -53.388189      -5.155354  
    50.353692     -40.530094      -2.778920  
    43.727717     -31.476441       0.653638  
    36.985568     -22.339358       3.604646  
    28.465557     -10.637330       5.516894  
    18.374215       2.291603       7.133638  
     7.340577      12.363740       9.470693  
    -1.349758      20.488321      10.417669  
    -5.778199      28.333644      11.517204  
    -6.698771      29.723003      11.989142  
    -7.155594      33.044806      10.762476  
    -8.211858      40.107454       8.974569  
    -6.164814      44.537155       7.722165  
    -3.560201      45.264734       7.046817  
    -3.672596      47.899886       5.749452  
    -2.022871      50.123237       6.666041  
    -0.569602      52.961771       9.590693  
    -3.238756      55.932535      12.241235  
    -4.437326      55.756229      12.577359  
    -0.408722      49.033600      11.426972  
     2.999975      34.463128      11.349452  
     8.842016      18.431202       8.247747  
    16.631299       2.128519       5.102631  
    22.197547     -13.362209       2.113793  
    28.782594     -32.546873      -2.617679  
    34.696417     -51.825043      -5.912873  
    39.786637     -68.249251     -13.559075  
    43.936766     -78.241106     -17.964346  
    44.587526     -87.600776     -21.024191  
    43.760459     -95.422173     -27.217369  
    38.013183     -98.113680     -27.535819  
    30.053575    -100.777482     -27.355354  
    23.745581    -101.009829     -28.137369  
    11.748554     -94.994000     -26.550393  
    -2.707318     -79.067543     -21.496439  
    -7.695218     -61.944405     -17.182951  
   -11.898238     -47.927095     -18.229152  
   -20.005503     -36.823250     -18.719075  
   -22.224131     -26.970866     -19.380780  
   -23.380513     -16.193817     -20.929928  
   -26.924903      -4.950816     -20.014269  
   -30.195073       5.328167     -18.334269  
   -29.015079      14.032985     -16.711943  
   -30.971451      25.089605     -16.012098  
   -32.929398      35.745758     -16.291788  
   -35.967221      43.361253     -13.356904  
   -42.014219      52.692904      -9.331478  
   -44.679280      62.366148      -8.035044  
   -50.698887      69.984477      -3.716594  
   -57.553117      76.873653       1.441545  
   -61.031077      83.683176       6.709762  
   -64.536113      88.168287      13.333018  
   -68.068854      93.520133      18.029762  
   -66.194653      99.853944      22.444026  
   -64.227577     102.243526      25.336429  
   -57.378384     101.677142      26.661700  
   -45.279037      98.338023      28.418910  
   -33.163948      92.216095      31.983871  
   -21.724491      81.065654      33.925886  
   -13.927022      68.844781      34.129297  
    -6.700345      60.129259      35.511623  
     2.466962      51.235227      35.207437  
    12.051423      40.780567      34.294259  
    19.150908      27.998347      30.528367  
    27.203077      15.531905      25.243716  
    36.656882       3.350071      18.806196  
    42.661377     -12.191030      13.120305  
    44.029956     -23.861575       9.111313  
    42.422104     -34.019347       3.850848  
    41.024560     -42.664347       3.779840  
    40.346410     -48.303636       2.479685  
    38.852213     -53.119006      -0.136439  
    36.575026     -55.173607      -0.348532  
    34.884058     -54.745434      -1.182021  
    35.292081     -51.610012      -0.955974  
    32.633316     -47.465865      -0.694889  
    30.406188     -37.392468       1.068212  
    28.153243     -24.755701       2.999065  
    22.647128     -16.961380       4.402786  
    17.320154     -12.245811       6.539220  
    11.399719      -6.646506       8.382010  
     6.337834      -0.723553       8.684026  
     1.446588      -0.329697       7.199065  
    -2.975241      -6.359064       4.444026  
    -3.088266     -16.367920      -0.137679  
    -0.016755     -29.610111      -5.537059  
     3.232951     -44.000813     -11.876904  
     6.012612     -57.542095     -17.874114  
     7.866033     -67.438556     -23.043106  
     8.529701     -74.189205     -25.038455  
     9.848222     -80.701841     -25.684966  
    12.007977     -84.798133     -26.591323  
    11.524708     -83.720775     -24.494579  
     8.545128     -76.198155     -23.430703  
     2.400532     -62.949037     -21.037214  
    -4.314226     -49.322120     -17.328687  
    -8.812560     -39.319876     -15.481555  
   -13.698138     -29.500864     -13.499540  
   -21.966598     -15.525742     -10.626672  
   -30.685898      -1.323940      -8.894579  
   -38.772384       9.504427      -8.910083  
   -46.737344      17.905746      -8.118145  
   -51.706353      21.079262      -7.386362  
   -56.273321      21.305312      -8.520935  
   -60.506565      20.263215      -8.845897  
   -62.638929      19.054571      -9.329928  
   -61.572275      22.255478     -11.145431  
   -60.721281      25.526279     -12.021090  
   -58.920751      28.409834     -11.372098  
   -53.972521      30.100172      -9.876284  
   -48.734015      31.953594      -7.732098  
   -43.075521      35.961104      -2.154734  
   -37.967670      39.746656       2.062941  
   -32.615824      42.683733       5.100460  
   -27.091449      42.479406       8.677824  
   -21.575260      42.575745      11.078445  
   -16.671736      41.966543      13.039685  
   -12.808106      39.692819      14.235344  
    -8.987922      34.120275      14.469142  
    -4.607335      28.225972      13.450538  
    -0.148670      24.426567      11.530848  
     5.128560      18.428368       8.737669  
    10.740459      12.090465       7.038755  
    16.447752       7.232277       4.828832  
    23.206587       3.727241       3.857049  
    29.081056       0.265023       4.088987  
    34.894762      -2.180285       4.002786  
    39.593644      -1.882453       4.909142  
    42.950394       0.694770       4.392553  
    46.342090       3.545897       3.364026  
    49.321984       6.724137       2.521545  
    51.890707      11.114798       1.248057  
    53.022846      15.821551       0.795034  
    51.869613      19.550118       0.919995  
    48.436674      22.136786       1.969917  
    41.462178      24.100085       3.942941  
    33.303281      25.029472       5.004646  
