STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    -1.761210       2.689614      -3.076319  
    -1.321077       2.868047      -2.374161  
    -0.236709       1.821244      -2.076637  
     0.529611       0.929082      -2.501940  
     0.719939       1.198922      -3.195955  
     1.513806       1.495057      -3.541083  
     2.626348       1.055550      -3.661972  
     2.940639       0.701189      -3.659467  
     3.480945       0.910925      -3.138955  
     4.393141       0.597886      -2.607796  
     5.341650      -0.507768      -2.508204  
     5.359806      -1.140107      -2.402974  
     4.748754      -0.875276      -1.876826  
     4.373107      -0.894059      -1.335018  
     3.766437      -1.575858      -1.137086  
     2.776607      -1.816272      -0.915978  
     2.494871      -1.599649      -0.245765  
     3.212357      -2.221971       0.131308  
     3.817149      -3.594335      -0.285853  
     3.707585      -4.234813      -0.801979  
     3.170410      -3.956208      -1.247327  
     3.305643      -4.198501      -1.703322  
     3.172288      -4.937273      -2.134262  
     2.827945      -4.623608      -2.115471  
     2.712121      -3.852905      -1.821079  
     3.602404      -4.182223      -1.375732  
     4.531504      -4.894700      -0.917231  
     4.450740      -4.556617      -0.578993  
     4.679885      -3.728942       0.086209  
     4.999811      -3.868557       0.581666  
     4.414428      -4.113354       0.771455  
     3.256183      -3.087837       1.329548  
     2.759702      -2.352821       2.217110  
     2.792885      -2.884988       2.527162  
     2.896814      -3.321365       2.411911  
     2.967561      -2.794833       2.465152  
     4.306116      -2.511845       2.705677  
     5.600220      -3.278165       2.413163  
     5.297824      -3.692003       2.197067  
     4.305490      -3.087837       2.886071  
     3.642473      -2.883110       3.726655  
     3.175419      -3.613117       3.933356  
     2.112337      -3.671969       3.620173  
     1.306574      -2.768537       3.668403  
     1.612727      -2.501202       3.687194  
     1.846880      -3.444702       2.967498  
     1.178228      -3.759620       2.233396  
     0.907136      -2.983908       2.676864  
     1.265253      -2.764155       3.122211  
     1.253358      -2.968883       2.555349  
     0.011218      -2.362839       1.817488  
    -1.134505      -1.182055       1.582600  
    -0.944804      -1.164525       1.423503  
    -1.006785      -1.901419       0.750158  
    -1.640377      -1.590884      -0.014010  
    -1.508274      -0.807660      -0.580872  
    -0.802684      -0.864007      -1.232920  
    -0.432045      -1.247167      -2.139273  
    -0.783901      -0.725017      -2.619697  
    -0.998020      -0.021931      -2.146790  
    -1.057498      -0.706861      -1.465929  
    -1.841348      -1.857593      -1.336271  
    -2.384158      -2.000339      -1.254843  
    -2.130596      -1.877002      -1.033735  
    -1.547091      -2.139955      -0.922242  
    -1.366154      -2.075469      -0.612817  
    -2.039189      -0.874024      -0.205052  
    -2.233899       0.217857      -0.275831  
    -2.254560      -0.260467      -1.073823  
    -3.021506      -0.752565      -1.891232  
    -3.349571      -0.205372      -1.931320  
    -2.938237       0.186553      -1.654465  
    -2.419844      -0.366901      -1.943220  
    -2.613303      -0.414483      -2.575225  
    -3.208077       0.925951      -2.587126  
    -2.967037       2.004058      -1.998341  
    -2.706588       2.052266      -1.587444  
    -3.458508       2.363427      -1.689542  
    -4.000692       3.106583      -1.489104  
    -3.435344       2.653928      -1.011812  
    -2.233899       1.234608      -1.154624  
    -1.965311       0.771310      -1.708959  
    -2.088023       1.361076      -1.839244  
    -1.493248       1.299094      -1.585565  
    -1.468205       0.859587      -1.694553  
    -1.873904       1.299094      -1.817947  
    -1.798775       1.858808      -1.573664  
    -1.293529       1.570186      -0.930385  
    -1.326711       1.101879      -0.409247  
    -2.225134       1.643437      -0.351621  
    -2.285864       2.517443      -0.167470  
    -1.451301       2.454209       0.336756  
    -1.398710       2.264507       0.832213  
    -1.569630       3.013923       1.334559  
    -1.487614       3.602437       1.702863  
    -1.458814       2.967593       1.533117  
    -1.587786       2.191256       1.139759  
    -1.908964       2.389723       1.253758  
    -1.284138       2.571912       2.030453  
    -0.375072       1.778044       2.539063  
    -0.706894       1.285946       2.583535  
    -1.288521       1.773035       2.884818  
    -1.611577       2.134283       3.262517  
    -1.905834       1.932059       2.958103  
    -2.483078       1.966494       2.268472  
    -2.996463       2.468609       2.079310  
    -2.039189       2.423531       2.319208  
    -0.718163       1.477526       2.247802  
    -0.319351       1.177009       1.854444  
    -0.240465       2.124892       1.781159  
    -0.067042       2.853021       1.957794  
    -0.059529       3.042096       1.960926  
    -0.925395       3.616210       1.918333  
    -1.557108       4.442634       2.395625  
    -0.808318       3.963058       3.196749  
    -0.403872       2.632641       3.320143  
    -0.428915       2.454209       3.036399  
    -0.110241       3.102826       3.009465  
     0.409404       3.054618       3.043915  
     0.754373       2.488017       2.938059  
     0.188398       2.498034       2.730105  
     0.187772       2.466104       2.682501  
     1.366052       1.200174       2.596689  
     1.891332      -0.375666       1.964684  
     1.711647      -0.405091       1.586359  
     1.601457      -0.021305       2.069914  
     1.597075      -0.725644       2.428196  
     1.198889      -1.538919       2.235275  
     0.386239      -1.309149       2.065530  
     0.822616      -1.111308       2.464525  
     1.729803      -2.137450       2.403141  
     1.519441      -2.751633       1.276307  
     1.147551      -2.133694       0.247186  
     1.756099      -1.528276      -0.117987  
     2.991978      -1.614049      -0.168722  
     3.562961      -1.101291      -0.205678  
     3.558579       0.462027       0.134439  
     4.232865       1.373597       0.571017  
     4.871465       0.970403       0.453887  
     4.703676       0.993568       0.309196  
     4.400028       1.917034       1.101550  
     4.332412       1.963363       2.331736  
     4.232239       1.006089       2.901103  
     3.490962       0.510235       2.980026  
     2.974447       0.562826       3.239342  
     3.499101      -0.306797       3.245605  
     3.462162      -1.484451       2.391867  
     2.246944      -1.376139       1.679061  
     1.259619      -0.539072       1.935245  
     1.203898      -0.770095       2.652436  
     1.488763      -1.701700       2.844104  
     0.853920      -1.797490       2.440097  
     0.348674      -1.548311       2.010409  
     0.250380      -2.026635       1.286329  
    -0.877813      -2.727842      -0.222590  
    -2.362871      -2.210075      -1.782870  
    -2.803630      -1.302888      -2.511336  
    -2.071745      -1.393043      -2.855211  
    -1.345494      -1.617179      -3.388876  
    -1.182087      -0.797016      -3.960123  
    -0.372568       0.105789      -4.042177  
     0.425682      -0.230415      -4.056583  
    -0.112745      -0.638619      -4.132374  
    -0.874057      -0.216642      -3.760312  
    -1.086923      -0.098939      -3.281141  
    -0.919134      -0.815173      -3.324360  
    -0.988629      -1.166403      -3.656961  
    -1.071898      -0.386309      -3.367579  
    -0.409507       0.308638      -2.779421  
     0.179633      -0.071392      -2.869618  
    -0.191005      -0.528429      -3.519787  
    -0.698755      -0.490864      -3.710202  
    -0.959829      -1.055587      -3.307448  
    -1.350502      -2.115538      -2.895299  
    -2.358489      -2.270805      -2.603412  
    -2.977054      -1.274714      -2.035923  
    -2.149378      -0.654271      -1.103888  
    -1.321077      -0.788251      -0.382940  
    -1.226539      -0.445786      -0.040317  
    -1.173948       0.113302       0.017309  
    -0.923517      -0.358762      -0.370412  
    -0.753224      -1.570849      -1.245447  
    -0.988629      -2.009104      -1.640059  
    -0.803936      -1.770568      -1.166525  
     0.052539      -2.151224      -1.142097  
     0.547767      -2.863075      -1.652586  
     0.964110      -2.684017      -1.384501  
     1.835611      -2.364091      -0.295875  
     3.106550      -2.943839       0.502117  
     3.623065      -3.757115       0.428206  
     3.058342      -3.665708       0.122538  
     3.211105      -3.033369       0.267229  
     4.234117      -2.782311       0.294789  
     4.617903      -2.014739       0.149472  
     4.548409      -0.045722       0.621127  
     4.724337       1.521978       1.228077  
     5.308468       1.372345       0.858520  
     5.354172       0.648599      -0.390456  
     4.688024       0.255421      -1.215382  
     4.544026      -0.386309      -1.194712  
     4.100136      -1.820029      -1.158382  
     2.700225      -2.759146      -1.293051  
     1.732308      -2.221345      -0.989890  
     1.963957      -1.888897      -0.251403  
     2.481724      -2.250771       0.253449  
     1.940166      -1.994078      -0.163711  
     0.977883      -1.151377      -1.182811  
     1.121881      -1.522015      -1.902507  
     1.090577      -3.209297      -2.334074  
     0.319875      -4.110850      -2.141153  
    -0.287421      -3.810332      -1.547356  
    -0.314969      -3.670716      -1.626905  
     0.050661      -3.579309      -2.372908  
     0.103252      -2.238249      -2.942276  
     0.696148      -0.045096      -2.785058  
     1.937035       1.226469      -2.361634  
     2.076025       1.193913      -2.397337  
     1.414886       1.268416      -2.572720  
     1.288418       0.919065      -2.020890  
     1.615857      -0.596045      -1.073196  
     1.173846      -1.802498      -0.869001  
    -0.185370      -1.349844      -1.456533  
    -0.535974      -0.202242      -1.622520  
     0.239111      -0.018801      -1.483467  
     0.366205      -0.082661      -1.508522  
    -0.350655       0.360603      -0.988637  
    -1.198991       0.050694      -0.171854  
    -1.688585      -1.648483      -0.022152  
    -1.970946      -3.138550      -0.565213  
